match_date,year,home_team,away_team,home_score,away_score,result,winner,goal_difference,total_goals,tournament,decided_by_penalties,penalty_winner,city,country,neutral
2019-06-18,2019,United States,Guyana,4,0,home_win,United States,4,4,Gold Cup,False,,Saint Paul,United States,False
2019-06-18,2019,Brazil,Venezuela,0,0,draw,draw,0,0,Copa América,False,,Salvador,Brazil,False
2019-06-18,2019,Western Isles,Orkney,1,2,away_win,Orkney,-1,3,Inter Games,False,,Anglesey,Wales,True
2019-06-18,2019,Guernsey,Saint Helena,9,0,home_win,Guernsey,9,9,Inter Games,False,,Anglesey,Wales,True
2019-06-18,2019,Isle of Man,Alderney,6,1,home_win,Isle of Man,5,7,Inter Games,False,,Anglesey,Wales,True
2019-06-18,2019,Ynys Môn,Jersey,1,0,home_win,Ynys Môn,1,1,Inter Games,False,,Anglesey,Wales,False
2019-06-18,2019,Bolivia,Peru,1,3,away_win,Peru,-2,4,Copa América,False,,Rio de Janeiro,Brazil,True
2019-06-19,2019,Colombia,Qatar,1,0,home_win,Colombia,1,1,Copa América,False,,São Paulo,Brazil,True
2019-06-19,2019,Argentina,Paraguay,1,1,draw,draw,0,2,Copa América,False,,Belo Horizonte,Brazil,True
2019-06-19,2019,Cuba,Martinique,0,3,away_win,Martinique,-3,3,Gold Cup,False,,Denver,United States,True
2019-06-19,2019,Mexico,Canada,3,1,home_win,Mexico,2,4,Gold Cup,False,,Denver,United States,True
2019-06-19,2019,Ivory Coast,Zambia,4,1,home_win,Ivory Coast,3,5,Friendly,False,,Abu Dhabi,United Arab Emirates,True
2019-06-20,2019,Costa Rica,Bermuda,2,1,home_win,Costa Rica,1,3,Gold Cup,False,,Frisco,United States,True
2019-06-20,2019,Nicaragua,Haiti,0,2,away_win,Haiti,-2,2,Gold Cup,False,,Frisco,United States,True
2019-06-20,2019,Uruguay,Japan,2,2,draw,draw,0,4,Copa América,False,,Porto Alegre,Brazil,True
2019-06-20,2019,Isle of Man,Guernsey,2,3,away_win,Guernsey,-1,5,Inter Games,False,,Anglesey,Wales,True
2019-06-20,2019,Western Isles,Saint Helena,2,1,home_win,Western Isles,1,3,Inter Games,False,,Anglesey,Wales,True
2019-06-20,2019,Jersey,Hitra,3,1,home_win,Jersey,2,4,Inter Games,False,,Anglesey,Wales,True
2019-06-20,2019,Orkney,Alderney,1,2,away_win,Alderney,-1,3,Inter Games,False,,Anglesey,Wales,True
2019-06-20,2019,Ynys Môn,Shetland,2,1,home_win,Ynys Môn,1,3,Inter Games,False,,Anglesey,Wales,False
2019-06-21,2019,El Salvador,Jamaica,0,0,draw,draw,0,0,Gold Cup,False,,Houston,United States,True
2019-06-21,2019,Honduras,Curaçao,0,1,away_win,Curaçao,-1,1,Gold Cup,False,,Houston,United States,True
2019-06-21,2019,Ecuador,Chile,1,2,away_win,Chile,-1,3,Copa América,False,,Salvador,Brazil,True
2019-06-21,2019,Egypt,Zimbabwe,1,0,home_win,Egypt,1,1,African Cup of Nations,False,,Cairo,Egypt,False
2019-06-21,2019,Ynys Môn,Guernsey,2,1,home_win,Ynys Môn,1,3,Inter Games,False,,Anglesey,Wales,False
2019-06-21,2019,Shetland,Isle of Man,0,5,away_win,Isle of Man,-5,5,Inter Games,False,,Anglesey,Wales,True
2019-06-22,2019,DR Congo,Uganda,0,2,away_win,Uganda,-2,2,African Cup of Nations,False,,Cairo,Egypt,True
2019-06-22,2019,Nigeria,Burundi,1,0,home_win,Nigeria,1,1,African Cup of Nations,False,,Alexandria,Egypt,True
2019-06-22,2019,Guinea,Madagascar,2,2,draw,draw,0,4,African Cup of Nations,False,,Alexandria,Egypt,True
2019-06-22,2019,Bolivia,Venezuela,1,3,away_win,Venezuela,-2,4,Copa América,False,,Belo Horizonte,Brazil,True
2019-06-22,2019,Guyana,Panama,2,4,away_win,Panama,-2,6,Gold Cup,False,,Cleveland,United States,True
2019-06-22,2019,United States,Trinidad and Tobago,6,0,home_win,United States,6,6,Gold Cup,False,,Cleveland,United States,False
2019-06-22,2019,Brazil,Peru,5,0,home_win,Brazil,5,5,Copa América,False,,São Paulo,Brazil,False
2019-06-23,2019,Martinique,Mexico,2,3,away_win,Mexico,-1,5,Gold Cup,False,,Charlotte,United States,True
2019-06-23,2019,Canada,Cuba,7,0,home_win,Canada,7,7,Gold Cup,False,,Charlotte,United States,True
2019-06-23,2019,Qatar,Argentina,0,2,away_win,Argentina,-2,2,Copa América,False,,Porto Alegre,Brazil,True
2019-06-23,2019,Senegal,Tanzania,2,0,home_win,Senegal,2,2,African Cup of Nations,False,,Cairo,Egypt,True
2019-06-23,2019,Morocco,Namibia,1,0,home_win,Morocco,1,1,African Cup of Nations,False,,Cairo,Egypt,True
2019-06-23,2019,Algeria,Kenya,2,0,home_win,Algeria,2,2,African Cup of Nations,False,,Cairo,Egypt,True
2019-06-23,2019,Colombia,Paraguay,1,0,home_win,Colombia,1,1,Copa América,False,,Salvador,Brazil,True
2019-06-24,2019,Ecuador,Japan,1,1,draw,draw,0,2,Copa América,False,,Belo Horizonte,Brazil,True
2019-06-24,2019,Bermuda,Nicaragua,2,0,home_win,Bermuda,2,2,Gold Cup,False,,New Jersey,United States,True
2019-06-24,2019,Chile,Uruguay,0,1,away_win,Uruguay,-1,1,Copa América,False,,Rio de Janeiro,Brazil,True
2019-06-24,2019,Haiti,Costa Rica,2,1,home_win,Haiti,1,3,Gold Cup,False,,New Jersey,United States,True
2019-06-24,2019,Tunisia,Angola,1,1,draw,draw,0,2,African Cup of Nations,False,,Suez,Egypt,True
2019-06-24,2019,Ivory Coast,South Africa,1,0,home_win,Ivory Coast,1,1,African Cup of Nations,False,,Cairo,Egypt,True
2019-06-24,2019,Mali,Mauritania,4,1,home_win,Mali,3,5,African Cup of Nations,False,,Suez,Egypt,True
2019-06-25,2019,Cameroon,Guinea-Bissau,2,0,home_win,Cameroon,2,2,African Cup of Nations,False,,Ismailia,Egypt,True
2019-06-25,2019,Ghana,Benin,2,2,draw,draw,0,4,African Cup of Nations,False,,Ismailia,Egypt,True
2019-06-25,2019,Jamaica,Curaçao,1,1,draw,draw,0,2,Gold Cup,False,,Los Angeles,United States,True
2019-06-25,2019,Honduras,El Salvador,4,0,home_win,Honduras,4,4,Gold Cup,False,,Los Angeles,United States,True
2019-06-25,2019,Raetia,Franconia,3,4,away_win,Franconia,-1,7,Friendly,False,,Chur,Switzerland,False
2019-06-26,2019,Trinidad and Tobago,Guyana,1,1,draw,draw,0,2,Gold Cup,False,,Kansas City,United States,True
2019-06-26,2019,Nigeria,Guinea,1,0,home_win,Nigeria,1,1,African Cup of Nations,False,,Alexandria,Egypt,True
2019-06-26,2019,United States,Panama,1,0,home_win,United States,1,1,Gold Cup,False,,Kansas City,United States,False
2019-06-26,2019,Uganda,Zimbabwe,1,1,draw,draw,0,2,African Cup of Nations,False,,Cairo,Egypt,True
2019-06-26,2019,Egypt,DR Congo,2,0,home_win,Egypt,2,2,African Cup of Nations,False,,Cairo,Egypt,False
2019-06-27,2019,Madagascar,Burundi,1,0,home_win,Madagascar,1,1,African Cup of Nations,False,,Alexandria,Egypt,True
2019-06-27,2019,Senegal,Algeria,0,1,away_win,Algeria,-1,1,African Cup of Nations,False,,Cairo,Egypt,True
2019-06-27,2019,Kenya,Tanzania,3,2,home_win,Kenya,1,5,African Cup of Nations,False,,Cairo,Egypt,True
2019-06-27,2019,Brazil,Paraguay,0,0,draw,draw,0,0,Copa América,True,Brazil,Porto Alegre,Brazil,False
2019-06-28,2019,Morocco,Ivory Coast,1,0,home_win,Morocco,1,1,African Cup of Nations,False,,Cairo,Egypt,True
2019-06-28,2019,South Africa,Namibia,1,0,home_win,South Africa,1,1,African Cup of Nations,False,,Cairo,Egypt,True
2019-06-28,2019,Tunisia,Mali,1,1,draw,draw,0,2,African Cup of Nations,False,,Suez,Egypt,True
2019-06-28,2019,Colombia,Chile,0,0,draw,draw,0,0,Copa América,True,Chile,São Paulo,Brazil,True
2019-06-28,2019,Venezuela,Argentina,0,2,away_win,Argentina,-2,2,Copa América,False,,Rio de Janeiro,Brazil,True
2019-06-29,2019,Haiti,Canada,3,2,home_win,Haiti,1,5,Gold Cup,False,,Houston,United States,True
2019-06-29,2019,Mexico,Costa Rica,1,1,draw,draw,0,2,Gold Cup,True,Mexico,Houston,United States,True
2019-06-29,2019,Benin,Guinea-Bissau,0,0,draw,draw,0,0,African Cup of Nations,False,,Ismailia,Egypt,True
2019-06-29,2019,Cameroon,Ghana,0,0,draw,draw,0,0,African Cup of Nations,False,,Ismailia,Egypt,True
2019-06-29,2019,Uruguay,Peru,0,0,draw,draw,0,0,Copa América,True,Peru,Salvador,Brazil,True
2019-06-29,2019,Mauritania,Angola,0,0,draw,draw,0,0,African Cup of Nations,False,,Suez,Egypt,True
2019-06-30,2019,Egypt,Uganda,2,0,home_win,Egypt,2,2,African Cup of Nations,False,,Cairo,Egypt,False
2019-06-30,2019,Zimbabwe,DR Congo,0,4,away_win,DR Congo,-4,4,African Cup of Nations,False,,Cairo,Egypt,True
2019-06-30,2019,Burundi,Guinea,0,2,away_win,Guinea,-2,2,African Cup of Nations,False,,Cairo,Egypt,True
2019-06-30,2019,Madagascar,Nigeria,2,0,home_win,Madagascar,2,2,African Cup of Nations,False,,Alexandria,Egypt,True
2019-06-30,2019,Jamaica,Panama,1,0,home_win,Jamaica,1,1,Gold Cup,False,,Philadelphia,United States,True
2019-06-30,2019,United States,Curaçao,1,0,home_win,United States,1,1,Gold Cup,False,,Philadelphia,United States,False
2019-07-01,2019,South Africa,Morocco,0,1,away_win,Morocco,-1,1,African Cup of Nations,False,,Cairo,Egypt,True
2019-07-01,2019,Namibia,Ivory Coast,1,4,away_win,Ivory Coast,-3,5,African Cup of Nations,False,,Cairo,Egypt,True
2019-07-01,2019,Tanzania,Algeria,0,3,away_win,Algeria,-3,3,African Cup of Nations,False,,Cairo,Egypt,True
2019-07-01,2019,Kenya,Senegal,0,3,away_win,Senegal,-3,3,African Cup of Nations,False,,Cairo,Egypt,True
2019-07-02,2019,Angola,Mali,0,1,away_win,Mali,-1,1,African Cup of Nations,False,,Ismailia,Egypt,True
2019-07-02,2019,Mauritania,Tunisia,0,0,draw,draw,0,0,African Cup of Nations,False,,Suez,Egypt,True
2019-07-02,2019,Benin,Cameroon,0,0,draw,draw,0,0,African Cup of Nations,False,,Ismailia,Egypt,True
2019-07-02,2019,Guinea-Bissau,Ghana,0,2,away_win,Ghana,-2,2,African Cup of Nations,False,,Suez,Egypt,True
2019-07-02,2019,Brazil,Argentina,2,0,home_win,Brazil,2,2,Copa América,False,,Belo Horizonte,Brazil,False
2019-07-02,2019,Haiti,Mexico,0,1,away_win,Mexico,-1,1,Gold Cup,False,,Glendale,United States,True
2019-07-03,2019,Chile,Peru,0,3,away_win,Peru,-3,3,Copa América,False,,Porto Alegre,Brazil,True
2019-07-03,2019,United States,Jamaica,3,1,home_win,United States,2,4,Gold Cup,False,,Nashville,United States,False
2019-07-05,2019,Uganda,Senegal,0,1,away_win,Senegal,-1,1,African Cup of Nations,False,,Cairo,Egypt,True
2019-07-05,2019,Morocco,Benin,1,1,draw,draw,0,2,African Cup of Nations,True,Benin,Cairo,Egypt,True
2019-07-06,2019,Egypt,South Africa,0,1,away_win,South Africa,-1,1,African Cup of Nations,False,,Cairo,Egypt,False
2019-07-06,2019,Nigeria,Cameroon,3,2,home_win,Nigeria,1,5,African Cup of Nations,False,,Alexandria,Egypt,True
2019-07-06,2019,Argentina,Chile,2,1,home_win,Argentina,1,3,Copa América,False,,São Paulo,Brazil,True
2019-07-07,2019,India,Tajikistan,2,4,away_win,Tajikistan,-2,6,Intercontinental Cup,False,,Ahmedabad,India,False
2019-07-07,2019,Algeria,Guinea,3,0,home_win,Algeria,3,3,African Cup of Nations,False,,Cairo,Egypt,True
2019-07-07,2019,Madagascar,DR Congo,2,2,draw,draw,0,4,African Cup of Nations,True,Madagascar,Alexandria,Egypt,True
2019-07-07,2019,Brazil,Peru,3,1,home_win,Brazil,2,4,Copa América,False,,Rio de Janeiro,Brazil,False
2019-07-07,2019,United States,Mexico,0,1,away_win,Mexico,-1,1,Gold Cup,False,,Chicago,United States,False
2019-07-08,2019,Syria,North Korea,5,2,home_win,Syria,3,7,Intercontinental Cup,False,,Ahmedabad,India,True
2019-07-08,2019,Tahiti,Fiji,1,2,away_win,Fiji,-1,3,Pacific Games,False,,Apia,Samoa,True
2019-07-08,2019,Tuvalu,Solomon Islands,0,13,away_win,Solomon Islands,-13,13,Pacific Games,False,,Apia,Samoa,True
2019-07-08,2019,Samoa,Papua New Guinea,0,6,away_win,Papua New Guinea,-6,6,Pacific Games,False,,Apia,Samoa,False
2019-07-08,2019,Mali,Ivory Coast,0,1,away_win,Ivory Coast,-1,1,African Cup of Nations,False,,Suez,Egypt,True
2019-07-08,2019,Ghana,Tunisia,1,1,draw,draw,0,2,African Cup of Nations,True,Tunisia,Ismailia,Egypt,True
2019-07-08,2019,American Samoa,New Caledonia,0,5,away_win,New Caledonia,-5,5,Pacific Games,False,,Apia,Samoa,True
2019-07-10,2019,American Samoa,Fiji,0,9,away_win,Fiji,-9,9,Pacific Games,False,,Apia,Samoa,True
2019-07-10,2019,Tuvalu,Tahiti,0,7,away_win,Tahiti,-7,7,Pacific Games,False,,Apia,Samoa,True
2019-07-10,2019,Solomon Islands,New Caledonia,0,2,away_win,New Caledonia,-2,2,Pacific Games,False,,Apia,Samoa,True
2019-07-10,2019,Senegal,Benin,1,0,home_win,Senegal,1,1,African Cup of Nations,False,,Cairo,Egypt,True
2019-07-10,2019,Nigeria,South Africa,2,1,home_win,Nigeria,1,3,African Cup of Nations,False,,Cairo,Egypt,True
2019-07-10,2019,Papua New Guinea,Vanuatu,2,0,home_win,Papua New Guinea,2,2,Pacific Games,False,,Apia,Samoa,True
2019-07-10,2019,Tajikistan,Syria,2,0,home_win,Tajikistan,2,2,Intercontinental Cup,False,,Ahmedabad,India,True
2019-07-11,2019,Madagascar,Tunisia,0,3,away_win,Tunisia,-3,3,African Cup of Nations,False,,Cairo,Egypt,True
2019-07-11,2019,Ivory Coast,Algeria,1,1,draw,draw,0,2,African Cup of Nations,True,Algeria,Suez,Egypt,True
2019-07-12,2019,Samoa,Tonga,2,0,home_win,Samoa,2,2,Pacific Games,False,,Apia,Samoa,False
2019-07-12,2019,American Samoa,Tuvalu,1,1,draw,draw,0,2,Pacific Games,False,,Apia,Samoa,True
2019-07-12,2019,Solomon Islands,Tahiti,0,3,away_win,Tahiti,-3,3,Pacific Games,False,,Apia,Samoa,True
2019-07-12,2019,New Caledonia,Fiji,1,0,home_win,New Caledonia,1,1,Pacific Games,False,,Apia,Samoa,True
2019-07-13,2019,India,North Korea,2,5,away_win,North Korea,-3,7,Intercontinental Cup,False,,Ahmedabad,India,False
2019-07-14,2019,Algeria,Nigeria,2,1,home_win,Algeria,1,3,African Cup of Nations,False,,Cairo,Egypt,True
2019-07-14,2019,Senegal,Tunisia,1,0,home_win,Senegal,1,1,African Cup of Nations,False,,Cairo,Egypt,True
2019-07-15,2019,Tonga,Vanuatu,0,14,away_win,Vanuatu,-14,14,Pacific Games,False,,Apia,Samoa,True
2019-07-15,2019,Fiji,Tuvalu,10,1,home_win,Fiji,9,11,Pacific Games,False,,Apia,Samoa,True
2019-07-15,2019,Solomon Islands,American Samoa,13,0,home_win,Solomon Islands,13,13,Pacific Games,False,,Apia,Samoa,True
2019-07-15,2019,Tahiti,New Caledonia,0,3,away_win,New Caledonia,-3,3,Pacific Games,False,,Apia,Samoa,True
2019-07-15,2019,North Korea,Tajikistan,1,0,home_win,North Korea,1,1,Intercontinental Cup,False,,Ahmedabad,India,True
2019-07-16,2019,India,Syria,1,1,draw,draw,0,2,Intercontinental Cup,False,,Ahmedabad,India,False
2019-07-17,2019,Tunisia,Nigeria,0,1,away_win,Nigeria,-1,1,African Cup of Nations,False,,Cairo,Egypt,True
2019-07-18,2019,Réunion,Maldives,4,0,home_win,Réunion,4,4,Indian Ocean Island Games,False,,Centre de Flacq,Mauritius,True
2019-07-18,2019,Comoros,Mayotte,0,2,away_win,Mayotte,-2,2,Indian Ocean Island Games,False,,Centre de Flacq,Mauritius,True
2019-07-18,2019,Fiji,Solomon Islands,4,4,draw,draw,0,8,Pacific Games,False,,Apia,Samoa,True
2019-07-18,2019,Mauritius,Seychelles,1,1,draw,draw,0,2,Indian Ocean Island Games,False,,Curepipe,Mauritius,False
2019-07-18,2019,New Caledonia,Tuvalu,11,0,home_win,New Caledonia,11,11,Pacific Games,False,,Apia,Samoa,True
2019-07-18,2019,Tahiti,American Samoa,8,1,home_win,Tahiti,7,9,Pacific Games,False,,Apia,Samoa,True
2019-07-18,2019,Samoa,Vanuatu,0,11,away_win,Vanuatu,-11,11,Pacific Games,False,,Apia,Samoa,False
2019-07-18,2019,Papua New Guinea,Tonga,8,0,home_win,Papua New Guinea,8,8,Pacific Games,False,,Apia,Samoa,True
2019-07-19,2019,Senegal,Algeria,0,1,away_win,Algeria,-1,1,African Cup of Nations,False,,Cairo,Egypt,True
2019-07-19,2019,Tajikistan,North Korea,0,1,away_win,North Korea,-1,1,Intercontinental Cup,False,,Ahmedabad,India,True
2019-07-20,2019,Papua New Guinea,Fiji,1,1,draw,draw,0,2,Pacific Games,False,,Apia,Samoa,True
2019-07-20,2019,Seychelles,Madagascar,0,0,draw,draw,0,0,Indian Ocean Island Games,False,,Centre de Flacq,Mauritius,True
2019-07-20,2019,Réunion,Mayotte,1,0,home_win,Réunion,1,1,Indian Ocean Island Games,False,,Curepipe,Mauritius,True
2019-07-20,2019,Comoros,Maldives,3,0,home_win,Comoros,3,3,Indian Ocean Island Games,False,,Curepipe,Mauritius,True
2019-07-21,2019,Equatorial Guinea,Liberia,1,1,draw,draw,0,2,Friendly,False,,Malabo,Equatorial Guinea,False
2019-07-22,2019,Mauritius,Madagascar,1,1,draw,draw,0,2,Indian Ocean Island Games,False,,Curepipe,Mauritius,False
2019-07-22,2019,Mayotte,Maldives,3,1,home_win,Mayotte,2,4,Indian Ocean Island Games,False,,Centre de Flacq,Mauritius,True
2019-07-22,2019,Réunion,Comoros,0,1,away_win,Comoros,-1,1,Indian Ocean Island Games,False,,Curepipe,Mauritius,True
2019-07-24,2019,Mauritius,Mayotte,1,0,home_win,Mauritius,1,1,Indian Ocean Island Games,False,,Curepipe,Mauritius,False
2019-07-24,2019,Réunion,Seychelles,4,0,home_win,Réunion,4,4,Indian Ocean Island Games,False,,Centre de Flacq,Mauritius,True
2019-07-26,2019,Seychelles,Mayotte,1,3,away_win,Mayotte,-2,4,Indian Ocean Island Games,False,,Centre de Flacq,Mauritius,True
2019-07-28,2019,Mauritius,Réunion,1,1,draw,draw,0,2,Indian Ocean Island Games,True,Réunion,Centre de Flacq,Mauritius,False
2019-07-30,2019,Iraq,Lebanon,1,0,home_win,Iraq,1,1,WAFF Championship,False,,Karbala,Iraq,False
2019-07-30,2019,Yemen,Palestine,0,1,away_win,Palestine,-1,1,WAFF Championship,False,,Karbala,Iraq,True
2019-08-02,2019,Iraq,Palestine,2,1,home_win,Iraq,1,3,WAFF Championship,False,,Karbala,Iraq,False
2019-08-02,2019,Lebanon,Syria,2,1,home_win,Lebanon,1,3,WAFF Championship,False,,Karbala,Iraq,True
2019-08-04,2019,Jordan,Bahrain,0,1,away_win,Bahrain,-1,1,WAFF Championship,False,,Erbil,Iraq,True
2019-08-04,2019,Saudi Arabia,Kuwait,1,2,away_win,Kuwait,-1,3,WAFF Championship,False,,Erbil,Iraq,True
2019-08-05,2019,Lebanon,Palestine,0,0,draw,draw,0,0,WAFF Championship,False,,Karbala,Iraq,True
2019-08-05,2019,Syria,Yemen,1,1,draw,draw,0,2,WAFF Championship,False,,Karbala,Iraq,True
2019-08-07,2019,Kuwait,Jordan,1,1,draw,draw,0,2,WAFF Championship,False,,Erbil,Iraq,True
2019-08-07,2019,Bahrain,Saudi Arabia,0,0,draw,draw,0,0,WAFF Championship,False,,Erbil,Iraq,True
2019-08-08,2019,Yemen,Lebanon,2,1,home_win,Yemen,1,3,WAFF Championship,False,,Karbala,Iraq,True
2019-08-08,2019,Iraq,Syria,0,0,draw,draw,0,0,WAFF Championship,False,,Karbala,Iraq,False
2019-08-09,2019,South Ossetia,Luhansk PR,2,0,home_win,South Ossetia,2,2,Friendly,False,,Tskhinvali,Georgia,False
2019-08-10,2019,Jordan,Saudi Arabia,3,0,home_win,Jordan,3,3,WAFF Championship,False,,Erbil,Iraq,True
2019-08-10,2019,Kuwait,Bahrain,0,1,away_win,Bahrain,-1,1,WAFF Championship,False,,Erbil,Iraq,True
2019-08-11,2019,Saint Vincent and the Grenadines,Trinidad and Tobago,1,0,home_win,Saint Vincent and the Grenadines,1,1,Friendly,False,,Georgetown,Saint Vincent and the Grenadines,False
2019-08-11,2019,Palestine,Syria,4,3,home_win,Palestine,1,7,WAFF Championship,False,,Karbala,Iraq,True
2019-08-11,2019,Iraq,Yemen,2,1,home_win,Iraq,1,3,WAFF Championship,False,,Karbala,Iraq,False
2019-08-14,2019,Dominican Republic,Guatemala,0,0,draw,draw,0,0,Friendly,False,,Santiago de los Caballeros,Dominican Republic,False
2019-08-14,2019,Iraq,Bahrain,0,1,away_win,Bahrain,-1,1,WAFF Championship,False,,Karbala,Iraq,False
2019-08-27,2019,Saint Kitts and Nevis,Antigua and Barbuda,4,3,home_win,Saint Kitts and Nevis,1,7,Friendly,False,,Basseterre,Saint Kitts and Nevis,False
2019-08-28,2019,Taiwan,Guam,3,0,home_win,Taiwan,3,3,Friendly,False,,Kaohsiung,Taiwan,False
2019-08-28,2019,Belize,Saint Vincent and the Grenadines,1,1,draw,draw,0,2,Friendly,False,,Belmopan,Belize,False
2019-08-29,2019,United Arab Emirates,Dominican Republic,4,0,home_win,United Arab Emirates,4,4,Friendly,False,,Riffa,Bahrain,True
2019-08-30,2019,Belize,Saint Vincent and the Grenadines,1,0,home_win,Belize,1,1,Friendly,False,,Belmopan,Belize,False
2019-08-30,2019,China,Myanmar,4,1,home_win,China,3,5,Friendly,False,,Xianghe,Egypt,True
2019-08-30,2019,Malaysia,Jordan,0,1,away_win,Jordan,-1,1,Friendly,False,,Kuala Lumpur,Malaysia,False
2019-08-31,2019,United Arab Emirates,Sri Lanka,5,1,home_win,United Arab Emirates,4,6,Friendly,False,,Riffa,Bahrain,True
2019-09-04,2019,Liberia,Sierra Leone,3,1,home_win,Liberia,2,4,FIFA World Cup qualification,False,,Monrovia,Liberia,False
2019-09-04,2019,South Sudan,Equatorial Guinea,1,1,draw,draw,0,2,FIFA World Cup qualification,False,,Omdurman,Sudan,True
2019-09-04,2019,Mauritius,Mozambique,0,1,away_win,Mozambique,-1,1,FIFA World Cup qualification,False,,Belle Vue Maurel,Mauritius,False
2019-09-04,2019,Ethiopia,Lesotho,0,0,draw,draw,0,0,FIFA World Cup qualification,False,,Bahir Dar,Ethiopia,False
2019-09-04,2019,São Tomé and Príncipe,Guinea-Bissau,0,1,away_win,Guinea-Bissau,-1,1,FIFA World Cup qualification,False,,São Tomé,São Tomé and Príncipe,False
2019-09-04,2019,Djibouti,Eswatini,2,1,home_win,Djibouti,1,3,FIFA World Cup qualification,False,,Djibouti,Djibouti,False
2019-09-04,2019,Burundi,Tanzania,1,1,draw,draw,0,2,FIFA World Cup qualification,False,,Bujumbura,Burundi,False
2019-09-04,2019,Libya,Burkina Faso,0,1,away_win,Burkina Faso,-1,1,Friendly,False,,Marrakech,Morocco,True
2019-09-04,2019,Eritrea,Namibia,1,2,away_win,Namibia,-1,3,FIFA World Cup qualification,False,,Asmara,Eritrea,False
2019-09-05,2019,Guam,Maldives,0,1,away_win,Maldives,-1,1,FIFA World Cup qualification,False,,Dededo,Guam,False
2019-09-05,2019,Philippines,Syria,2,5,away_win,Syria,-3,7,FIFA World Cup qualification,False,,Bacolod,Philippines,False
2019-09-05,2019,Taiwan,Jordan,1,2,away_win,Jordan,-1,3,FIFA World Cup qualification,False,,Taipei,Taiwan,False
2019-09-05,2019,Kuwait,Nepal,7,0,home_win,Kuwait,7,7,FIFA World Cup qualification,False,,Kuwait City,Kuwait,False
2019-09-05,2019,Cambodia,Hong Kong,1,1,draw,draw,0,2,FIFA World Cup qualification,False,,Phnom Penh,Cambodia,False
2019-09-05,2019,Bahrain,Iraq,1,1,draw,draw,0,2,FIFA World Cup qualification,False,,Riffa,Bahrain,False
2019-09-05,2019,Palestine,Uzbekistan,2,0,home_win,Palestine,2,2,FIFA World Cup qualification,False,,Al-Ram,Palestine,False
2019-09-05,2019,Singapore,Yemen,2,2,draw,draw,0,4,FIFA World Cup qualification,False,,Kallang,Singapore,False
2019-09-05,2019,India,Oman,1,2,away_win,Oman,-1,3,FIFA World Cup qualification,False,,Guwahati,India,False
2019-09-05,2019,Mongolia,Myanmar,1,0,home_win,Mongolia,1,1,FIFA World Cup qualification,False,,Ulaanbaatar,Mongolia,False
2019-09-05,2019,Tajikistan,Kyrgyzstan,1,0,home_win,Tajikistan,1,1,FIFA World Cup qualification,False,,Dushanbe,Tajikistan,False
2019-09-05,2019,Thailand,Vietnam,0,0,draw,draw,0,0,FIFA World Cup qualification,False,,Pathum Thani,Thailand,False
